id,forbidden_word,clean_word,reason
9128,10발놈, ,숫자 치환 욕설로 공백 처리
9129,10밸넘, ,숫자 치환 욕설로 공백 처리
9130,10밸놈, ,숫자 치환 욕설로 공백 처리
9131,10밸늠, ,숫자 치환 욕설로 공백 처리
9132,10버지, ,숫자 치환 욕설로 공백 처리
9133,10새끼, ,숫자 치환 욕설로 공백 처리
9134,10새야, ,숫자 치환 욕설로 공백 처리
9135,10새퀴, ,숫자 치환 욕설로 공백 처리
9136,10쎄끼, ,숫자 치환 욕설로 공백 처리
9137,10쎈치, ,숫자 치환 욕설로 공백 처리
9138,10쎝치, ,숫자 치환 욕설로 공백 처리
9139,10앨넘, ,숫자 치환 욕설로 공백 처리
9140,10앨놈, ,숫자 치환 욕설로 공백 처리
9141,10앨늠, ,숫자 치환 욕설로 공백 처리
9142,10이다, ,숫자 치환 욕설로 공백 처리
9143,10팔년, ,숫자 치환 욕설로 공백 처리
9144,10팔놈, ,숫자 치환 욕설로 공백 처리
9145,10팔뇬, ,숫자 치환 욕설로 공백 처리
9146,10팔색, ,성적 암시 포함 숫자 치환 욕설로 공백 처리
9147,10팔섹, ,성적 암시 포함 숫자 치환 욕설로 공백 처리
9148,10팔쉑, ,숫자 치환 욕설로 공백 처리
9149,10팔연, ,숫자 치환 욕설로 공백 처리
9150,10할년, ,숫자 치환 욕설로 공백 처리
9151,10할연, ,숫자 치환 욕설로 공백 처리
9152,18sus, ,숫자·영문 욕설 은폐로 공백 처리
9153,18x, ,성적 암시 숫자 표현으로 공백 처리
9154,18눔, ,숫자 치환 욕설로 공백 처리
9155,18쉐, ,숫자 치환 욕설로 공백 처리
9156,18시끼, ,숫자 치환 욕설로 공백 처리
9157,18시키, ,숫자 치환 욕설로 공백 처리
9158,18쎄리, ,숫자 치환 욕설로 공백 처리
9159,18쒜끼, ,숫자 치환 욕설로 공백 처리
9160,18쒜리, ,숫자 치환 욕설로 공백 처리
9161,18쒝끼, ,숫자 치환 욕설로 공백 처리
9162,18씨끼, ,숫자 치환 욕설로 공백 처리
9163,18운영자, ,숫자 치환 욕설로 공백 처리
9164,2C8, ,숫자·문자 은폐 욕설로 공백 처리
9165,2C팔, ,숫자·문자 은폐 욕설로 공백 처리
9166,2girls1cup, ,극단적 성적 콘텐츠 지칭으로 공백 처리
9167,2씨8, ,숫자·문자 은폐 욕설로 공백 처리
9168,4KKASI, ,숫자·영문 욕설 은폐로 공백 처리
9169,4까C, ,숫자·문자 은폐 욕설로 공백 처리
9170,69전문, ,성적 암시 표현으로 공백 처리
9171,ac발, ,욕설 은폐 표현으로 공백 처리
9172,ac팔, ,욕설 은폐 표현으로 공백 처리
9173,anal, ,성적 직접 표현으로 공백 처리
9174,annal, ,성적 직접 표현 변형으로 공백 처리
9175,anul, ,성적 직접 표현 변형으로 공백 처리
9176,arbeit macht frei, ,극단주의·증오 상징 문구로 공백 처리
9177,Arsch, ,외국어 욕설로 공백 처리
9178,Arse, ,외국어 욕설로 공백 처리
9179,auschwitz,아우슈비츠 수용소,역사적 고유명사로 중립 설명만 허용
9180,ausschwitz,아우슈비츠 수용소,철자 변형을 중립 설명으로 정리
9181,Baiser, ,성적 의미 포함 외국어로 공백 처리
9182,Bangzi, ,외국어 비하·은어로 공백 처리
9183,bbagoori, ,성적 은어 로마자 표기으로 공백 처리
9184,bbagury, ,성적 은어 로마자 표기 변형으로 공백 처리
9185,Bellend, ,외국어 욕설로 공백 처리
9186,blow job, ,성적 직접 표현으로 공백 처리
9187,Blowjob, ,성적 직접 표현으로 공백 처리
9188,bogy, ,성적 은어 로마자 표기로 공백 처리
9189,bojy, ,성적 은어 로마자 표기로 공백 처리
9190,Bollocks, ,외국어 욕설로 공백 처리
9191,Bougnoul, ,인종·집단 비하 표현으로 공백 처리
9192,ⓑⓞⓩⓘ, ,기호로 숨긴 성적 비속어로 공백 처리
9193,bozy, ,성적 은어 로마자 표기로 공백 처리
9194,bo지, ,성적 은어 혼합 표기로 공백 처리
9195,Bullshit,헛소리,욕설을 발언 평가로 완화
9196,bunsec, ,의미 불명 성적 은어로 공백 처리
9197,bunsek, ,의미 불명 성적 은어로 공백 처리
9198,buttfuck, ,성적·폭력 직접 표현으로 공백 처리
9199,C8넘, ,문자 치환 욕설로 공백 처리
9200,C8년, ,문자 치환 욕설로 공백 처리
9201,C8놈, ,문자 치환 욕설로 공백 처리
9202,C8뇬, ,문자 치환 욕설로 공백 처리
9203,CARSEX, ,성적 직접 표현으로 공백 처리
9204,Chink, ,인종 비하 표현으로 공백 처리
9205,ching, ,인종 비하 변형으로 공백 처리
9206,chong, ,인종 비하 표현으로 공백 처리
9207,cipo,무례한 사람,외국어 비속어를 태도 평가로 완화
9208,cipsko, ,강한 성적 욕설로 공백 처리
9209,Cock, ,성적 신체 지칭으로 공백 처리
9210,Cocksucker, ,성적 모욕 표현으로 공백 처리
9211,comepoyas, ,강한 성적 욕설로 공백 처리
9212,Connard,무례한 사람,외국어 욕설을 태도 평가로 순화
9213,coño, ,성적 비속어로 공백 처리
9214,Cul,엉덩이,신체 명칭으로 중립화
9215,Cunt, ,강한 성적 욕설로 공백 처리
9216,cval, ,강한 성적 욕설로 공백 처리
9217,czarnuch, ,인종 비하 표현으로 공백 처리
9218,c발넘, ,문자 치환 욕설로 공백 처리
9219,c발년, ,문자 치환 욕설로 공백 처리
9220,c발놈, ,문자 치환 욕설로 공백 처리
9221,c발뇬, ,문자 치환 욕설로 공백 처리
9222,c발섹, ,성적 암시 포함 욕설로 공백 처리
9223,c발쉑, ,문자 치환 욕설로 공백 처리
9224,c벌넘, ,문자 치환 욕설로 공백 처리
9225,C벌년, ,문자 치환 욕설로 공백 처리
9226,c불넘, ,문자 치환 욕설로 공백 처리
9227,c불놈, ,문자 치환 욕설로 공백 처리
9228,c불늠, ,문자 치환 욕설로 공백 처리
9229,c블넘, ,문자 치환 욕설로 공백 처리
9230,c블놈, ,문자 치환 욕설로 공백 처리
9231,c블늠, ,문자 치환 욕설로 공백 처리
9232,c빨넘, ,문자 치환 욕설로 공백 처리
9233,Dick, ,성적 신체 지칭으로 공백 처리
9234,dog새,무례한 사람,동물 비유 욕설을 태도 평가로 완화
9235,Drecksau, ,외국어 성적 욕설로 공백 처리
9236,drecksjude, ,인종·종교 혐오 표현으로 공백 처리
9237,D랄,헛소리,욕설 변형을 발언 평가로 완화
9238,encular, ,성적·폭력 표현으로 공백 처리
9239,Enculé,무례한 사람,외국어 욕설을 태도 평가로 완화
9240,Endlösung, ,극단주의·증오 상징으로 공백 처리
9241,Endsieg, ,극단주의·증오 상징으로 공백 처리
9242,facha,극단적 정치 성향,정치적 용어를 중립 설명으로 완화
9243,Faggot, ,성소수자 혐오 표현으로 공백 처리
9244,falangista,극단적 정치 단체 지칭,정치적 용어 중립 설명
9245,fascista,극단적 정치 성향,정치적 용어 중립 설명
9246,Fellatio, ,성적 직접 표현으로 공백 처리
9247,Ferme ta gueule,조용히 해,외국어 욕설을 생활 표현으로 순화
9248,fick dich, ,외국어 성적 욕설로 공백 처리
9249,Fils de pute, ,가족 모욕 욕설로 공백 처리
9250,Fiucie, ,외국어 성적 욕설로 공백 처리
9251,Fiut, ,성적 신체 지칭으로 공백 처리
9252,follada, ,성적 직접 표현으로 공백 처리
9253,Fook,헛소리,성적 직접 표현으로 공백 처리
9254,Foutre, ,성적 의미 제거 후 일반 동사로 완화
9255,foyada, ,성적 직접 표현 변형으로 공백 처리
9256,Fuck,엉망이다,외국어 욕설을 상태 평가로 완화
9257,Führer,지도자,역사적 용어의 일반 의미만 중립화
9258,goatse, ,극단적 성적 콘텐츠 지칭으로 공백 처리
9259,Grosse merde,아주 엉망,외국어 욕설을 상태 평가로 완화
9260,g럴,헛소리,욕설 변형을 발언 평가로 완화
9261,g롤,헛된 소란,변형 욕설을 상황 설명으로 완화
9262,g뢀,헛소리,철자 변형을 동일 의미로 정리
9263,g룰,헛소리,철자 변형을 동일 의미로 정리
9264,heil hitler, ,극단주의·증오 상징 문구로 공백 처리
9265,hijo Hitler, ,극단주의·증오 상징 결합으로 공백 처리
9266,hój, ,의미 불명 비속어로 공백 처리
9267,ho로, ,강한 인신모욕으로 공백 처리
9268,huj,헛소리,외국어 욕설을 발언 평가로 완화
9269,HWDP, ,극단주의·혐오 약어로 공백 처리
9270,Japseye, ,인종 비하 표현으로 공백 처리
9271,jawe, ,의미 불명 외국어 비속을 발언 공백
9272,jawi, ,성적 은어로 공백 처리
9273,jazy, ,성적 은어로 공백 처리
9274,ja지, ,성적 은어 혼합 표기로 공백 처리
9275,jebać,엉망으로 만들다,외국어 욕설을 일반 동작 의미로 완화
9276,jebanie,엉망,명사형 욕설을 상태 평가로 완화
9277,jebca,무례한 사람,외국어 욕설을 태도 평가로 순화
9278,Jizz, ,성적 직접 표현으로 공백 처리
9279,joder,투덜거리다,외국어 욕설을 행동 설명으로 완화
9280,judenmutter, ,종교·집단 혐오 표현으로 공백 처리
9281,judensöhne, ,종교·집단 혐오 표현으로 공백 처리
9282,Kike, ,인종·종교 혐오 표현으로 공백 처리
9283,korwa,무례한 사람,외국어 욕설을 태도 평가로 완화
9284,kórwa,무례한 사람,철자 변형을 동일 의미로 정리
9285,kurwia, ,외국어 욕설을 발언 삭제
9286,kurwiszon,버릇없는 사람,강한 비하를 태도 평가로 완화
9287,kutafon,어수선한 사람,외국어 욕설을 상태 설명으로 완화
9288,kutas, ,성적 신체 지칭으로 공백 처리
9289,leck mich,그만해,외국어 욕설을 생활 표현으로 순화
9290,mamada, ,성적 직접 표현으로 공백 처리
9291,mamado, ,성적 직접 표현으로 공백 처리
9292,mamarla, ,성적 직접 표현으로 공백 처리
9293,masterbat, ,성적 직접 표현 변형으로 공백 처리
9294,mastorbat, ,성적 직접 표현 변형으로 공백 처리
9295,masturbat, ,성적 직접 표현 변형으로 공백 처리
9296,mentor,지도해 주는 사람,일반 단어이므로 긍정적 의미로 유지
9297,mineciarz,채굴하는 사람,직업/행위 의미로 중립화
9298,moraco, ,의미 불명 외국어 비속을 발언 삭제
9299,mother fuck,아주 엉망,외국어 욕설을 상태 평가로 완화
9300,motherfuck,아주 엉망,외국어 욕설을 상태 평가로 완화
9301,Nazi,나찌,증오 상징이므로 중립적 설명만 허용
9302,neger, ,인종 비하 표현으로 공백 처리
9303,negrata, ,인종 비하 변형으로 공백 처리
9304,Nègre, ,인종 비하 표현으로 공백 처리
9305,negrero, ,인종 비하·차별 맥락으로 공백 처리
9306,negro,흑인,중립적 인종 지칭 의미만 허용
9307,nekrofil, ,성적·범죄적 개념으로 공백 처리
9308,Nigga, ,인종 비하 표현으로 공백 처리
9309,Nigger, ,인종 비하 표현으로 공백 처리
9310,Niquer,엉망으로 만들다,외국어 욕설을 일반 동작 의미로 완화
9311,odbyt,항문,신체 명칭을 중립적으로 유지
9312,odjebało,웃었다,외국어 욕설을 상태 설명으로 완화
9313,pajear, ,성적 직접 표현으로 공백 처리
9314,pajote, ,종교·집단 혐오 표현으로 공백 처리
9315,Paki, ,인종·집단 비하 표현으로 공백 처리
9316,panchito, ,인종·집단 비하 표현으로 공백 처리
9317,panis,남성의 소중한 곳,성적 직접 지칭으로 공백 처리
9318,pedal, ,성소수자 비하 표현으로 공백 처리
9319,pedał, ,성소수자 비하 표현으로 공백 처리
9320,Pédé, ,성소수자 비하 표현으로 공백 처리
9321,pederasta, ,성범죄 관련 용어로 공백 처리
9322,pedofila, ,성범죄 관련 용어로 공백 처리
9323,pedófila, ,성범죄 관련 용어로 공백 처리
9324,pen!s, ,성적 신체 지칭 변형으로 공백 처리
9325,PHONESEC, ,성적 은폐 표현으로 공백 처리
9326,PHONE색, ,성적 은폐 표현으로 공백 처리
9327,PHONSEC, ,성적 은폐 표현으로 공백 처리
9328,phonsek, ,성적 은폐 표현으로 공백 처리
9329,pierdol,지껄이다,외국어 욕설을 일반 동작 의미로 완화
9330,polla, ,성적 신체 지칭으로 공백 처리
9331,ponsec, ,성적 은폐 표현으로 공백 처리
9332,ponsek, ,성적 은폐 표현으로 공백 처리
9333,Prick, ,성적 은폐 표현으로 공백 처리
9334,prostitu, ,성적 은폐 표현으로 공백 처리
9335,proxeneta, ,범죄 행위 표현 삭제
9336,przejebane,아주 힘든 상황,외국어 욕설을 상태 평가로 완화
9337,przyjeb,문제 행동,외국어 욕설을 행동 평가로 완화
9338,Pussy, ,성적 신체 지칭으로 공백 처리
9339,Queer,성소수자,중립적 설명만 허용
9340,racist,차별적인 사람,행동·태도 평가로 완화
9341,Rape, ,성폭력 직접 표현으로 공백 처리
9342,Rapist, ,성범죄 가해자 지칭으로 공백 처리
9343,rozpierdalać,휘두르다,외국어 욕설을 상태 설명으로 완화
9344,ruchać, ,성적 직접 표현으로 공백 처리
9345,ruchanie, ,성적 직접 표현으로 공백 처리
9346,ruhać, ,성적 직접 표현 변형으로 공백 처리
9347,ruhanie, ,성적 직접 표현 변형으로 공백 처리
9348,sadismo,가학적 행동,성적 의미 제거 후 성향 설명으로 완화
9349,Schwanzlutscher, ,성적 모욕 표현으로 공백 처리
9350,SⓔX, ,성적 직접 표현을 기호로 숨긴 형태로 공백 처리
9351,ⓢEX, ,성적 직접 표현으로 공백 처리
9352,⒮⒠⒳, ,성적 직접 표현으로 공백 처리
9353,SEX로리타, ,미성년 관련 성적 표현으로 공백 처리
9354,se엑스, ,성적 직접 표현으로 공백 처리
9355,Shag,사귀다,외국어 성적 은어를 관계 표현으로 완화
9356,Shit, ,외국어 욕설 삭제
9357,SIBALNYUN, ,강한 욕설 로마자 변형으로 공백 처리
9358,sieg heil, ,극단주의·증오 상징 문구로 공백 처리
9359,skorwiel, ,외국어 욕설 삭제
9360,skórwiel, ,외국어 욕설 삭제
9361,Skurwiel, ,외국어 욕설 삭제
9362,Slut, ,외국어 욕설 삭제
9363,sodomizar, ,성적·폭력 직접 표현으로 공백 처리
9364,Spacka,서툰 사람,외국어 비하를 상태 평가로 완화
9365,Spast,서툰 행동,의학·차별 소지 제거 후 행동 평가로 완화
9366,Spaz,서툰 행동,차별 소지 제거 후 행동 평가로 완화
9367,sranie, ,외국어 비속어 삭제
9368,ssang, ,욕설적 표현으로 공백 처리
9369,subnormal,능력이 부족함,차별 표현을 중립적 상태 설명으로 완화
9370,sudaca,라틴아메리카계 이민자,의미 불명 비속을 발언 평가로 완화
9371,s하고e싶다x, ,은폐 성적 문장을 연령 제한 삭제
9372,Te faire enculer, ,성적·폭력 직접 표현으로 공백 처리
9373,Tranny, ,성소수자 혐오 표현으로 공백 처리
9374,Twat, ,성적 직접 표현으로 공백 처리
9375,verga, ,성적 신체 지칭으로 공백 처리
9376,violar, ,성폭력 직접 표현으로 공백 처리
9377,Violer, ,성폭력 직접 표현으로 공백 처리
9378,Wank, ,성적 직접 표현으로 공백 처리
9379,wyjebac, ,성적 직접 표현으로 공백 처리
9380,wyjebany,엉망인 상태,외국어 욕설을 상태 평가로 완화
9381,wyjebć, ,욕설적 표현으로 공백 처리
9382,XX할, ,욕설적 표현으로 공백 처리
9383,x섹x스x해x, ,은폐 성적 표현을 연령 제한
9384,x위, ,은폐 성적 표현을 연령 제한
9385,x지, ,은폐 성적 표현을 연령 제한
9386,yangkee,서양인,집단 비하 소지로 중립 설명
9387,zajebane,멋진 녀석,외국어 욕설을 상태 평가로 완화
9388,zajebany,멋진 녀석,외국어 욕설을 상태 평가로 완화
9389,zaji, ,의미 불명 은어 삭제
9390,zazi, ,의미 불명 은어를 중립화
9391,zazy, ,의미 불명 은어를 중립화
9392,가튼넘,무례한 사람,욕설을 태도 평가로 순화
9393,가튼년,무례한 사람,욕설을 태도 평가로 순화
9394,가튼놈,무례한 사람,욕설을 태도 평가로 순화
9395,가튼뇬,무례한 사람,욕설을 태도 평가로 순화
9396,갇은넘,무례한 사람,변형 욕설을 동일 의미로 정리
9397,갇은년,무례한 사람,변형 욕설을 동일 의미로 정리
9398,갇은놈,무례한 사람,변형 욕설을 동일 의미로 정리
9399,갇은뇬,무례한 사람,변형 욕설을 동일 의미로 정리
9400,같은넘,태도가 거친 사람,인신공격을 태도 묘사로 전환
9401,같은놈,예의 없는 사람,비하를 예절 문제로 순화
9402,같은새끼,말버릇이 나쁜 사람,강한 비속을 언어 습관으로 완화
9403,같은쌔,행동이 무례함,축약 욕설을 행동 평가로 전환
9404,개가든, ,욕설적 표현으로 공백 처리
9405,개가뜬, ,욕설적 표현으로 공백 처리
9406,개가턴, ,욕설적 표현으로 공백 처리
9407,개가툰, ,욕설적 표현으로 공백 처리
9408,개갇은, ,욕설적 표현으로 공백 처리
9409,개같, ,욕설적 표현으로 공백 처리
9410,개같은넘,무례한 사람,복합 욕설을 예절 문제로 전환
9411,개같은뇬,무례한 사람,성별 비하 제거 후 언어 습관으로 전환
9412,개너마, ,욕설적 표현으로 공백 처리
9413,개너므, ,욕설적 표현으로 공백 처리
9414,개넌, ,욕설적 표현으로 공백 처리
9415,개녀나, ,욕설적 표현으로 공백 처리
9416,개노마, ,욕설적 표현으로 공백 처리
9417,개노무새끼, ,욕설적 표현으로 공백 처리
9418,개뇨나, ,욕설적 표현으로 공백 처리
9419,개뇸, ,욕설적 표현으로 공백 처리
9420,개느마, ,욕설적 표현으로 공백 처리
9421,개때꺄, ,욕설적 표현으로 공백 처리
9422,개때끼, ,욕설적 표현으로 공백 처리
9423,개떼끼, ,욕설적 표현으로 공백 처리
9424,개랙기, ,욕설적 표현으로 공백 처리
9425,개련, ,욕설적 표현으로 공백 처리
9426,개발남아, ,욕설적 표현으로 공백 처리
9427,개발뇬, ,욕설적 표현으로 공백 처리
9428,개보즤, ,욕설적 표현으로 공백 처리
9429,개부러럴,"",선정적 표현 제거
9430,개부럴, ,선정적 표현 제거
9431,개부뢀, ,선정적 표현 제거
9432,개부알, ,선정적 표현 제거
9433,개삭구, ,욕설적 표현으로 공백 처리
9434,개샊, ,욕설적 표현으로 공백 처리
9435,개샛끼, ,욕설적 표현으로 공백 처리
9436,개샛키, ,욕설적 표현으로 공백 처리
9437,개샛킹, ,욕설적 표현으로 공백 처리
9438,개샛히, ,욕설적 표현으로 공백 처리
9439,개샜끼, ,욕설적 표현으로 공백 처리
9440,개생키, ,욕설적 표현으로 공백 처리
9441,개샤킥, ,욕설적 표현으로 공백 처리
9442,개샥, ,욕설적 표현으로 공백 처리
9443,개샹늠, ,욕설적 표현으로 공백 처리
9444,개세리, ,욕설적 표현으로 공백 처리
9445,개세키, ,욕설적 표현으로 공백 처리
9446,개섹히, ,욕설적 표현으로 공백 처리
9447,개섺, ,욕설적 표현으로 공백 처리
9448,개셃, ,욕설적 표현으로 공백 처리
9449,개셋키, ,욕설적 표현으로 공백 처리
9450,개셐, ,욕설적 표현으로 공백 처리
9451,개셰리,매우 무례한 사람,욕설을 태도 비판으로 완화
9452,개솩, ,대상 비하 제거
9453,개쇄기,버릇없는 아이,비하를 행동 문제로 전환
9454,개쇄끼,무례한 아이,강한 모욕 완화
9455,개쇅끼,예의 없는 아이,욕설을 예절 문제로 전환
9456,개쇅키,태도가 거친 아이,성격 묘사로 완화
9457,개쇗,지나친 행동,의미 불명 비속을 행동 평가로 전환
9458,개쇠리,매너가 없는 사람,비속어를 예절 문제로 순화
9459,개쇸,어수선함,의미 불명 표현을 상태로 전환
9460,개쉐끼,버릇이 나쁜 아이,모욕을 행동 설명으로 전환
9461,개쉐키,태도가 좋지 않은 아이,욕설을 태도 평가로 완화
9462,개쉑갸,말이 거친 아이,언어 습관 문제로 전환
9463,개쉑기, ,대상 비하 제거
9464,개쉑꺄,예절이 부족한 아이야,욕설을 교육적 표현으로 전환
9465,개쉑끼, ,대상 비하 제거
9466,개쉑캬, ,대상 비하 제거
9467,개쉑키, ,대상 비하 제거
9468,개쉑히, ,대상 비하 제거
9469,개쉢, ,대상 비하 제거
9470,개쉨, ,대상 비하 제거
9471,개쉬, ,대상 비하 제거
9472,개쉬끼,버릇이 거친 아이,비하 완화
9473,개쉬리,태도가 좋지 않은 아이,태도 평가로 전환
9474,개스키,태도가 좋지 않은 아이,행동 중심 완화
9475,개습,어설픔,능력 비하 제거
9476,개습세, ,대상 비하 제거
9477,개습쌔,서툰 모습,능력 평가 완화
9478,개싀기,말이 험한 아이,언어 습관 문제로 전환
9479,개싀끼, ,대상 비하 제거
9480,개싀밸, ,대상 비하 제거
9481,개싀킈,예절이 부족한 사람,상태 설명
9482,개싀키,예절이 부족한 사람,교육적 표현으로 삭제
9483,개싏, ,의미 불명 비속을 삭제
9484,개싑창,엉망인 상황,강한 비하를 상황 묘사로 전환
9485,개싘, ,대상 비하 제거
9486,개시퀴,버릇없는 사람,모욕 완화
9487,개식기,태도가 거친 사람,성격 설명
9488,개식끼,예의 없는 사람,행동 중심 전환
9489,개식히,말버릇이 나쁜 사람,언어 습관 지적
9490,개십팔, ,숫자 욕설을 감정 표현 삭제
9491,개싯기,태도가 불량함,태도 평가
9492,개싯끼,버릇이 고약함,행동 설명
9493,개싯키,예절 부족한 사람,간결한 교육적 표현
9494,개싴, ,의미 불명 표현 삭제
9495,개쌍눔,아주 무례한 사람,강한 모욕 완화
9496,개쌍늠, ,대상 비하 제거
9497,개쌍연, ,대상 비하 제거
9498,개쌍영, ,대상 비하 제거
9499,개쌔꺄,버릇없는 사람아,비속어 제거
9500,개쌕, ,대상 비하 제거
9501,개쌕끼,예의 없는 사람,강한 욕설을 예절 문제로 완화
9502,개쌰깨,말이 거친 사람,언어 습관 중심으로 전환
9503,개썅, ,대상 비하 제거
9504,개썅년,아주 무례한 사람,성별 비하 제거
9505,개썅놈,태도가 심하게 거침,인성 평가로 전환
9506,개썅늠,행동이 지나침,정도 표현으로 완화
9507,개썅연,과도한 행동,비하 제거
9508,개쎄,아주 거칠게 ,말투 평가로 전환
9509,개쎅, ,대상 비하 제거
9510,개쎼키,예절이 부족한 아이,교육적 표현
9511,개쐐리,매너가 나쁜 아니,예절 문제로 전환
9512,개쒜, ,대상 비하 제거
9513,개쒜끼,버릇없는 아이,행동 문제로 전환
9514,개쒝, ,대상 비하 제거
9515,개쒝기,아주 무례한 사람,언어 사용 문제
9516,개쒝꺄,아주 무례한 사람아,공격성 설명
9517,개쒝끼,아주 무례한 사람,행동 설명
9518,개쒝캬,아주 무례한 사람아,성향 표현
9519,개쒝키,아주 무례한 사람,태도 평가
9520,개쒯, ,대상 비하 제거
9521,개쒸, ,대상 비하 제거
9522,개쒸빨놈,아주 무례한 사람,강한 욕설을 감정 표현으로 전환
9523,개쒹기,아주 무례한 사람,언어 습관 중심
9524,개씀, ,상태 묘사
9525,개씁쌔, ,능력 비하 제거
9526,개씁쎄, ,상황 설명
9527,개씌끼,아주 무례한 사람,대상 비하 제거
9528,개씨끼,아주 무례한 사람,대상 비하 제거
9529,개씨발넘,아주 무례한 사람,대상 비하 제거
9530,개씨발놈,아주 무례한 사람,대상 비하 제거
9531,개씨발뇸,아주 무례한 사람,대상 비하 제거
9532,개씨부럴, ,대상 비하 제거
9533,개씨팔,몹시 답답해,감정 상태로 전환
9534,개씨팕,몹시 답답해,감정 표현
9535,개씸, ,대상 비하 제거
9536,개씹창,상황이 엉망,상황 묘사로 전환
9537,개씹팔,매우 짜증나,감정 강도 표현
9538,개욘, ,대상 비하 제거
9539,개잡것,아주 무례한 사람,대상 비하 제거
9540,개잡뇬,태도가 나쁜 사람,성별 비하 제거
9541,개젖, ,대상 비하 제거
9542,개조또, ,대상 비하 제거
9543,개지럴, ,대상 비하 제거
9544,개창년,아주 무례한 사람,모욕 완화
9545,개허러, ,대상 비하 제거
9546,개허벌년, ,대상 비하 제거
9547,개호로, ,대상 비하 제거
9548,개후랄, ,대상 비하 제거
9549,개후레, ,대상 비하 제거
9550,개후로, ,대상 비하 제거
9551,개후장, ,신체 부위의 노골적 표현으로 공백 처리
9552,개ㅐ색, ,의미 불명 욕설 삭제
9553,걔섀끼,버릇없는 아이,모욕을 행동 문제로 완화
9554,걔잡넘,무례한 사람,강한 비하 제거
9555,걔잡뇬,태도가 나쁜 사람,성별 비하 제거
9556,거지새끼,매우 궁핍한 사람,계층 비하를 상태 설명으로 전환
9557,거지쉐뀌,형편이 어려운 사람,욕설 완화
9558,거지쉑이,생활이 힘든 사람,비하 제거
9559,거지쎄끼,형편이 어려운 사람,대상 비하 제거
9560,거지쒜리,생활이 힘든 사람,상태 중심 전환
9561,걸래가튼,행동이 난잡한,성적 비하 제거 후 행동 설명
9562,걸래넘,무절제한 사람,모욕 완화
9563,걸래놈,태도가 문란한 사람,성별 비하 제거
9564,걸레가튼넘,행동이 엉성한 사람,성적 비유 제거
9565,걸레가튼뇸,태도가 정돈되지 않음 사람,비하 완화
9566,걸레같은놈,행동이 지저분한 사람,성적 의미 제거
9567,게너마,무례한 사람아,의미 보존 완화
9568,게노마,태도가 거친 사람아,인신 비하 제거
9569,게뇨나,행동이 지저분한 사람,언어 습관 중심
9570,게뇸,불손한 태도,태도 표현
9571,게뇽,무례한 사람,상태 묘사
9572,게띠발넘,무례한 사람아,욕설을 감정 표현으로 전환
9573,게부랄, ,성기 연상 표현으로 공백 처리
9574,게부알, ,성기 연상 표현으로 공백 처리
9575,게새리, ,비하 제거
9576,게새키,예의 없는 아이,행동 문제로 완화
9577,게샛키,예의 없는 아이,대상 비하 제거
9578,게세꺄,말이 거친 아이야,언어 습관 중심
9579,게잡넘,태도가 좋지 않은 사람,비하 완화
9580,게잡년,무례한 사람,성별 비하 제거
9581,게잡뇬,태도가 나쁜 사람,모욕 완화
9582,계같은뇬,아주 무례한 사람,성별 비하 제거
9583,계뇬,불손한 사람,강한 욕설 완화
9584,계뇽, ,성별 비하 제거
9585,고자새끼, ,신체 비하 표현 제거
9586,구넝,작은 구멍,비속 철자 변형 정화
9587,구녘,작은 구멍,신체 비속 완화
9588,구뇽,빈 공간,중립적 의미 전환
9589,구멍질,거친 행동,신체 비유 제거
9590,궤놈,무례한 사람,인신 비하 제거
9591,궤부럴, ,성기 연상 표현으로 공백 처리
9592,궤시키,버릇없는 아이,욕설 완화
9593,궤쎅,"",비난 감정 표현 삭제
9594,그룹섹, ,성행위 직접 표현으로 공백 처리
9595,그지새끼,형편이 어려운 아이,계층 비하 완화
9596,그지새키,생활이 힘든 아이,욕설 제거
9597,그지색,궁핍한 모습,비하 완화
9598,기집년,무례한 사람,성별 비하 제거
9599,까진년,태도가 거친 사람,모욕 완화
9600,깔보,무시하다,비속어를 표준어로 전환
9601,깔보넘,남을 무시하는 사람,비하를 행동 설명으로 전환
9602,깔보년,남을 얕잡아보는 사람,성별 비하 제거
9603,깔보놈,무례하게 대하는 사람,욕설 완화
9604,깔보뇬,태도가 거만한 사람,강한 표현 완화
9605,깨쉑,무례한 말투,인신 공격 완화
9606,깨쌔꺄,버릇없는 아이,대상 비하 제거
9607,깨쌔리,행동이 거친 사람,성격 중심 표현
9608,꺼추, ,성기 은어로 공백 처리
9609,께세, ,의미 불명 욕설 삭제
9610,꼬치,막대기,일반 사물 의미로 순화
9611,꾸녕,작은 구멍,비속 발음 정화
9612,꾸뇽,빈 공간,중립적 표현
9613,ㄴ1ㄱ1, ,의미 불명 욕설 정리
9614,ㄴ1ㅁ1, ,의미 불명 욕설 정리
9615,ㄴ1미, ,의미 불명 욕설 정리
9616,ㄴ1ㅇH미, ,의미 불명 욕설 정리
9617,ㄴ1에미, ,의미 불명 욕설 정리
9618,ㄴlㅁl, ,의미 불명 욕설 정리
9619,ㄴㅣㄱㅣ, ,의미 불명 욕설 정리
9620,ㄴㅣㅇㅐㅁㅣ, ,의미 불명 욕설 정리
9621,ㄴㅣㅇㅣㅁㅣ, ,의미 불명 욕설 정리
9622,나너먹을게,내가 가져갈게,위협적 표현을 중립화
9623,나쁜쉑,못된 사람,욕설 제거
