id,forbidden_word,clean_word
10449,立ちん坊,거리 호객 행위
10450,穴兄弟,
10451,穆罕默德,종교적 인물
10452,穆斯林,이슬람 신자
10453,税务总局,세무 관련 기관
10454,秘书长,사무총장
10455,科技部,과학기술 부처
10456,私服,비공식 서버
10457,禽流感,조류 인플루엔자
10458,神经病,예민한 사람
10459,社科院,사회과학 연구소
10460,社保基金会,사회보장 기금 기관
10461,社会主义,사회 체제 개념
10462,示威,집회
10463,础,기초
10464,破坏,손상시키다
10465,矮小,왜소
10466,知障,지적 어려움이 있는 사람
10467,瞳,눈동자
10468,睾丸,남성의 소중한 부분
10469,睾,남성의 소중한 곳
10470,着,진행
10471,真理组织,真理组织 단체
10472,真理教,특정 종교 단체
10473,真善忍,도덕적 가치
10474,省长,지방 행정 책임자
10475,盲蛇に怖じず,하룻강아지 범 무서운 줄 모른다
10476,盲縞,줄 무늬 면포
10477,盲滅法,아무렇게나 하는 방식
10478,盲判を押す,무턱대고 도장을 찍다
10479,盲人,시각장애인
10480,目ｸﾗ,안구
10481,目盲,시각장애
10482,目クラ,안구
10483,盗窃犯,범죄자
10484,监管局,감관부
10485,监察部,감찰 기관
10486,皮カブリ,
10487,皮かぶり,
10488,的大学生,해당 대학생들
10489,癩病,한센병
10490,瘸腿帮,다리가 불편한 사람들 모임
10491,瘪三,
10492,痴女,
10493,疆独,티벳독립
10494,男色,
10495,电监会,전력 감독 기관
10496,産婆,조산사
10497,生ﾌｪﾗ,
10498,生鸦片,가공되지 않은 양귀비
10499,生者与死者,살아 있는 사람과 세상을 떠난 사람
10500,生フェラ,
10501,生セラ,
10502,生ふぇら,
10503,瓦良格,瓦良格 대형 함선
10504,瓜批,엉뚱한 사람
10505,瓜婆娘,순박한 사람
10506,瓜娃子,귀여운 바보
10507,环保总局,환경 보호 기관
10508,王八蛋,무례한 사람
10509,玉金,
10510,玉杵,
10511,独立,독립 주장
10512,狗日的,정말 속상하다
10513,狗日,경솔한 사람
10514,狗屁,말도 안 되는 소리
10515,狂操你全家,도무지 이해가 안 간다
10516,狂女狂人,통제가 어려운 여성
10517,狂女,여성
10518,犯す,심하게 해치다
10519,犬殺し,동물을 해치는 사람
10520,犬取り,유기견 포획 업무
10521,特殊部落,특수한 촌락
10522,特殊学校,특수교육 학교
10523,版署,출판 관련 기관
10524,片端,신체에 어려움이 있는 사람
10525,爱滋,질병
10526,烟草局,담배 관련 기관
10527,烂逼,아주 어수선하다
10528,烂屌,정리가 안 되어 있다
10529,烂屄,완전히 뒤죽박죽이다
10530,烂B,상황이 엉망이다
10531,濡れ濡れ,촉촉한 피부
10532,潮吹き,
10533,滚,자리를 비켜주세요
10534,湿透的内裤,젖은 속옷
10535,游行,행진 또는 시위 활동
10536,游戏管理员,게임 운영자
10537,港澳办,홍콩·마카오 관련 업무를 담당하는 기관
10538,淫荡,
10539,淫秽,부적절한 내용
10540,淫水,체액
10541,淫毛,털
10542,淫棍,부적절한 행동을 하는 사람
10543,淫娃,
10544,淫,지나친 행동
10545,海盗幽灵,해적 유령 캐릭터
10546,海洛因,불법 약물
10547,海洋局,해양 관련 기관
10548,海关总署,세관 기관
10549,测试,시험
10550,测绘局,측량 기관
10551,泡踊り,거품춤
10552,泡姫,
10553,法轮大法,특정 수련 활동
10554,法轮功,
10555,法西斯,극단적 전체주의 사상
10556,河原者,사회적 약자
10557,河原乞食,전통 공연인
10558,沖仲仕,부두 노동자
10559,汲み取り屋,위생 관련 업무 종사자
10560,池沼,못과 늪
10561,江苏省党政一把手,장쑤성 주요 책임자
10562,江独裁,독재 주장
10563,江泽民,특정 인물 관련 내용
10564,江核心,핵심 인물
10565,江主席,국가 지도자
10566,江core,특정 인물 관련 표현
10567,水去车仑,수거차륜
10568,水利部,수리부
10569,気違い沙汰,통제가 어려운 행동
10570,気違いに刃物,통제가 어려운 사람
10571,気違い,정신 질환
10572,气象局,기상 관측 기관
10573,民进党,민진당
10574,民运,민주화 운동
10575,民航局,민간 항공 기관
10576,民政部,민정부
10577,民主党派,민주적 정당
10578,毛主席,국가 지도자
10579,比的,그런 식은 아니다
10580,殺る,
10581,殺すぞ,혼날래
10582,死ﾈﾖ,
10583,死ﾈﾊﾞ,
10584,死全家,말도 안 되는 소리다
10585,死ネヨ,
10586,死ネバ,
10587,死んじゃえ,
10588,死んじまえ,
10589,死ねよ,
10590,死ね,
10591,死なす,
10592,死GM,너무 불만스럽다
10593,死GD,마음이 상한다
10594,正常位,
10595,正名,명칭 확정
10596,業病,직업병
10597,检察院,검찰청
10598,梅花网,梅花网 웹사이트
10599,档案局,기록 보관 기관
10600,林业局,산림국
10601,李灯灰,
10602,杀手,공격을 수행하는 사람
10603,杀人犯,사람에게 해를 가한 사람
10604,杀人,사람에게 해를 가하다
10605,机巴,민감한 부분 이야기
10606,机八,신체에 관한 표현
10607,未開発国,개발도상국
10608,未開人,미개인
10609,朝鲜,북한
10610,朝起ち,
10611,朝立ち,
10612,月经,생리
10613,月経,월경
10614,月四日,4일
10615,暴徒,소요에 참여한 사람들
10616,暴动,큰 소요 사태
10617,暴乱,격렬한 시위
10618,暗稲,알 수 없는 표현
10619,明盲,시각장애인
10620,早饭,아침식사로 표현
10621,日本RING,일본 행사
10622,日本,일본
10623,日批,
10624,日你老母,
10625,日你老娘,
10626,日你娘,참기 어려울 만큼 화난다
10627,日你妈啦逼,말로 표현하기 어려울 만큼 화가 난다
10628,日你妈啦屄,분노가 크게 치민다
10629,日你妈,
10630,日他娘,정말 화난다
10631,日,이런
10632,既知外,정신적 어려움
10633,旅游局,관광 기관
10634,新闻管制,언론 제한 정책
10635,新闻出版总署,출판·언론 관련 기관
10636,新手辅导员,초보자 상담자
10637,新手指导员,초보자 지도자
10638,新平民,평민
10639,新唐人电视台,新唐人电视台 방송사
10640,新党,새로운 정당
10641,文化部,문화 부처
10642,数の子天井,
10643,教育部,교육 부처
10644,教官,지도 교관
10645,政变,정권 변화 사건
10646,操逼,좋지 않은 행동
10647,操比,
10648,操妳祖宗,참기 어려운 분노가 든다
10649,操妳娘,화를 참기 힘들다
10650,操妳妈,언짢은 마음이 크다
10651,操妳,언짢은 마음이 크다
10652,操你老母,불쾌함이 계속 남는다
10653,操你老娘,
10654,操你老妈,마음이 복잡하고 불편하다
10655,操你祖宗,정말 화가 난 상태다
10656,操你娘,화를 눌러 담기 어렵다
10657,操你妈屄,
10658,操你妈个屄,분노가 치민다
10659,操你妈个B,화를 참기 어렵다
10660,操你妈,정말 화난다
10661,操你奶奶,정말 기분 나쁘다
10662,操你大爷,분노가 치민다
10663,操你全家,참기 어려울 만큼 속상하다
10664,操你,기분이 크게 상했다
10665,操,이런
10666,撒尿,소변보다
10667,摸你油,
10668,摩门教,몰몬교
10669,摇头玩,불법 약물
10670,摇头丸,불법 약물
10671,援助交際,
10672,援交,
10673,插妳,
10674,插你,
10675,捻,좋지 않은 행동
10676,按摩,마사지
10677,指导员,지도자
10678,挂,중단되다
10679,拘束ﾌﾟﾚｲ,
10680,拘束プレイ,
10681,拉致,강제로 데려감
10682,拉登,특정 인물
10683,拉姆斯菲尔德,Donald Rumsfeld
10684,抽插,
10685,抢劫,강제로 빼앗다
10686,抜きキャバ,부적절한 업소
10687,抗日,일본에 반대하는 입장
10688,抑制剂,억제제 성분
10689,托管理事会,신탁 관리 위원회
10690,打飞机,혼자 하는 행위
10691,手ﾏﾝ,
10692,手ｺｷ,
10693,手マン,
10694,手ん棒,
10695,手こき,
10696,我靠,이런
10697,我日,이런
10698,我操,너무 당황스럽다
10699,我慢汁,
10700,我干,기분이 크게 상했다
10701,我妳老爸,마음이 뒤숭숭하다
10702,懒教,성급함을 빗대는 표현
10703,懒叫,게으름을 지적하는 표현
10704,懂文华,이야기 내용
10705,愛撫,
10706,想上你,
10707,情色,
10708,恩格斯,한 사회사상 이론을 발전시킨 학자
10709,恐怖分子,극단적 폭력단체 구성원
10710,恐怖主义,극단적 폭력 행위
10711,总理,정부 수반
10712,总局,중앙 기관
10713,性爱,친밀한 관계
10714,性无能,어려움
10715,性感帯,
10716,性器,소중한 부분
10717,性交,
10718,怀念十五年前,15년 전을 회상하다
10719,快克,불법 약물
10720,心障者,정서·인지에 어려움이 있는 사람
10721,心障児,발달·정서에 어려움이 있는 아동
10722,徐建国案件,특정 사건 관련 사안
10723,後進国,후진국
10724,後背位,
10725,彭真,펑전
10726,强奸犯,성폭력 범죄자
10727,强奸,강제로 해를 끼침
10728,弟大物勃,당황스러운 상황
10729,引かれ者,남에게 폐를 끼치는 사람
10730,建设部,건설부
10731,废物,역할을 잘 못하는 사람
10732,广电局,광전국
10733,干拎娘,마음이 매우 언짢다
10734,干妳老母,큰 실망감이 든다
10735,干妳娘,굉장히 불편하다
10736,干妳妈,기분이 크게 흔들린다
10737,干妳,
10738,干你老母,말로 표현하기 어려울 만큼 속상하다
10739,干你娘,화를 참기 어렵다
10740,干你妈逼,
10741,干你妈b,
10742,干你妈,마음이 심하게 상했다
10743,干你,
10744,干七八,마음이 불편하다
10745,干,이런
10746,帝国主义,제국주의 사상
10747,帕巴拉•格列,지역 사회의 공적 직무를 맡았던 사람
10748,希特勒,히틀러
10749,希拉克,Jacques Chirac
10750,巨根,
10751,巨乳,큰 가슴
10752,工程院,공학 관련 국가 기관
10753,工商局,산업·상업 행정 기관
10754,巡府媳,관청에서 일하는 사람
10755,山窩,두메산골
10756,屠殺人,도축 노동자
10757,屌鸠,기분이 틀어졌다
10758,屌西,기분이 매우 나쁘다
10759,屌毛,털
10760,屌妳,언짢은 기분이 든다
10761,屌你,마음이 크게 상했다
10762,屌七,짜증이 난다
10763,屌7,마음이 뒤틀린다
10764,屌,
10765,屄毛,털
10766,屄,
10767,屁股,엉덩이
10768,屁眼,항문 부위
10769,尻ズリ,
10770,尻,엉덩이
10771,尺八,
10772,尺れ,
10773,小鸡鸡,남아의 신체 부위
10774,小鸡巴,남성 신체 부위
10775,小肉粒,피부 돌기
10776,小瘪三,서툰 사람
10777,小泉,특정 인물
10778,小日本,일본
10779,小卵泡,작은 난포
10780,小卵子,작은 난자
10781,小便,소변
10782,小乳头,유두
10783,射精,
10784,富山の三助,온천에서 일하던 사람
10785,密洞,
10786,密宗,특정 종교 전통
10787,寄せ場,일용직 노동자가 모이는 작업장
10788,客服,고객 지원 담당자
10789,客户服务人员,고객 서비스 담당자
10790,审计署,감사 기관
10791,宝马车撞人案,차량 사고 사건
10792,宝马撞人案,차량 사고 사건
10793,宗教,종교 단체
10794,宋祖英,宋楚瑜
10795,安非他命,불법 약물
10796,安眠酮,수면 관련 약물
10797,安理会,국제회의 기관
10798,安拉,신
10799,安心取引,안전한 거래
10800,安全部,안전 관련 부서
10801,安全监管,안전 감독
10802,安全理事会,안전 관련 회의체
10803,安全局,안전 관련 기관
10804,安_心取引,안전한 거래
10805,安_心_取引,안전한 거래
10806,安_心_取_引,안전한 거래
10807,它妈的,이런
10808,它妈地,이런
10809,学生爱国运动,학생 운동
10810,学生爱国者运,학생 운동
10811,学潮,학생 시위
10812,孙逸仙,손일선
10813,孙文,손문
10814,孙中山,손중산
10815,嫖客,불법 행위자
10816,婊子,무례한 사람
10817,婊,무례한 행동을 하는 사람
10818,娼,
10819,娘的,이런
10820,娘个比,
10821,娄义,사회 활동에 참여한 사람
10822,威而钢,
10823,威而柔,관련 약물 제품
10824,姦通,
10825,妳马的,기분이 좋지 않다
10826,妳老母的,속상한 기분이다
10827,妳娘的,말하기 어려울 만큼 불쾌하다
10828,妳妈的,
10829,妣,어머니를 뜻하는 표현
10830,妓院,불법 업소
10831,妓女,불법 활동 여성
10832,妓,
10833,妈祖,해상 수호 신앙
10834,妈的,속상한 마음이 든다
10835,妈比,
10836,妈妈的,이런
10837,妈卖妈屁,터무니없는 소리다
10838,妈个老比,
10839,妈个比,
10840,好死不如赖活,힘들어도 버티자
10841,她马的,찝찝하다
10842,她妈的,씁쓸하다
10843,她妈地,이런
10844,奸,부적절한 행동
10845,奶子,가슴
10846,奶奶的,이런
10847,女給,여성 노동자
10848,女工,여성 노동자
10849,女体盛り,
10850,失聴者,청각 장애우
10851,太监,과하게 조심스러운 사람
10852,天皇,일왕
10853,天安门事件,천안문사태
10854,天安门,천안문
10855,天安们,천안문
10856,大麻油,
10857,大麻树脂,
10858,大麻,
10859,大鸡巴,남성 신체 부위
10860,大血B,
10861,大花B,
10862,大法弟子,수련 참여자
10863,大法,수련법
10864,大师,스승님
10865,大卵泡,큰 난포
10866,大卵子,큰 난자
10867,大卫教,大卫教 종교
10868,大便,배설물
10869,大会堂,대형 회의장
10870,夢精,
10871,夜情,
10872,多维新闻,多维新闻 뉴스 매체
10873,外汇局,외환 관리 기관
10874,外挂,부정 프로그램
10875,夏之交,여름 무렵
10876,売春,
10877,塞你老母,기분이 몹시 언짢다
10878,塞你老师,말을 고르기 어렵다
10879,塞你爸,상황이 못마땅하다
10880,塞你母,속상함이 남는다
10881,塞你娘,심란한 기분이 든다
10882,塞你公,기분이 좋지 않다
10883,堕胎,임신 중단
10884,基督教,기독교
10885,基督,예수
10886,基地组织,극단적 조직
10887,基地外,정신적 어려움을 가진 사람
10888,地震局,지진 관측 기관
10889,在庫豊富,재고 충분
10890,在_庫豊富,재고 충분
10891,在_庫_豊富,재고 충분
10892,在_庫_豊_富,재고 충분
10893,圣母,성스러운 인물
10894,圣战,종교적 명분의 갈등
10895,土方,건설 노동자
10896,土左衛門,익사자
10897,土右衛門,익사자
10898,圆满,성공
10899,国际法院,국제 사법 재판소
10900,国防部,국방부
10901,国防科工委,국가국방과기공업국
10902,国资委,국가 자산 관리 기관
10903,国管局,국관국
10904,国研室,국가 연구실
10905,国民党,국민당
10906,国家民委,국가민안
10907,国家主要部委,국가 주요 부처
10908,国土资源部,국토자원부
10909,国务院,국무원
10910,回教,이슬람교
10911,回回,회족
10912,四十八手,일본씨름 48수
10913,商务部,상무 부처
10914,周旋屋,중개업
10915,告全体网民书,인터넷 이용자 공지문
10916,吹萧,좋지 않은 행동
10917,吹喇叭,부적절한 암시를 없애기 위해 설명적 표현으로 순화
10918,含捻,부적절한 행동을 말함
10919,吗啡碱,진통제 관련 성분
10920,吗啡片,진통제 알약
10921,吗啡,진통제 성분
10922,后庭,
10923,司法部,사법부처
10924,叶剑英,국가 운영에 참여했던 공적 역할자
10925,台联,대만 연합 단체
10926,台独,대만 독립 주장
10927,台湾独立,대만 독립 주장
10928,台湾ハゲ,머리숱이 없는 사람
10929,台办,대만 관련 사무기관
10930,可怜卖菜妇,채소 장사하는 여성
10931,可待因,진통제
10932,可卡因,불법 약물
10933,可卡叶,약물 원료 식물
10934,叫床,신음 소리
10935,口内発射,
10936,口交,신체적 접촉 행위
10937,发改委,발전개혁위원회
10938,发展研究中心,연구 기관
10939,反日,일본에 비판적인 입장
10940,双峰微颤,가슴 떨림
10941,参事室,자문 부서
10942,去死,
10943,原子能机构,원자력 관련 기관
10944,卵子,난자
10945,即ﾊﾒ,
10946,即尺,
10947,即ハメ,
10948,卫生部,보건·의료 행정을 담당하는 부처
10949,南部の鮭の鼻まがり,남부연어콧등
10950,南蛮子,남방 사람
10951,卖淫,불법적인 행동
10952,华国锋,화국봉
10953,升天,세상을 떠나다
10954,十三点,엉뚱한 사람
10955,北鮮,북한
10956,包皮,
10957,勃起,
10958,劳教所,교정 시설
10959,劳动保障局,노동 보장 기관
10960,动证明,활동 증명서
10961,动乱,큰 소요 사태
10962,动,움직임
10963,办公厅,사무 부서
10964,别以为你是太监我就怕你,그렇게 한다고 달라지는 건 없다
10965,别他妈的装,그렇게 행동하지는 마
10966,刚瘪三,
10967,刚度,단단함
10968,刘淇,특정 인물
10969,刘少奇,유소기
10970,凸,
10971,冰毒,불법 약물
10972,农业部,농업 부처
10973,军妓,강제로 고통받는 사람
10974,军事委员会,군사 관련 위원회
10975,册那,이런
10976,兴奋剂,경기력 증가 약물
10977,共匪,공비
10978,共产党,공산당
10979,共产主义,공산주의
10980,六月四,6월 4일
10981,六月four日,6월 4일
10982,六四,1989년 6월 사건
10983,六•四,1989년 6월 4일 시위 사건
10984,公認,공인
10985,公式,공식
10986,公审李鹏,공개 재판 요구
10987,公安部,공안부
10988,公安局,지역 공공 안전 기관
10989,公安,치안 담당 기관
10990,公娼,
10991,八九风波,1989년 사건
10992,八九年那个春,1989년 봄 시기
10993,八九学潮,1989년 학생 시위
10994,全球华人春节,해외 동포 설 행사
10995,党主席,당 대표
10996,光明日报,광명일보
10997,先走汁,신체 관련 표현
10998,先走り汁,신체 관련 표현
10999,先审后贴,게시 전 검토
11000,元気汁,
11001,傻逼,어리석게 행동하는 사람
11002,傻瓜,덤벙거리는 사람
11003,傻比,허둥대는 사람
11004,傻屄,엉뚱하게 굴다
11005,傻子,서툰 사람
11006,傻B,경솔하게 행동한다
11007,催情药,감정 자극 물질
11008,做爱,친밀한 관계를 맺다
11009,倭寇,일본 해적
11010,倭国,일본
11011,信访局,민원 접수 기관
11012,信息产业部,정보 산업 부처
11013,信不信我撞死你,
11014,保钓,영토 주장 활동
11015,保监会,보험 감독 기관
11016,保密局,기밀 관련 부서
11017,侨办,해외 교민 관련 기관
11018,你马的,불만이 크다
11019,你姥姥的,속이 답답하다
11020,你姥,할머니
11021,你妈的,짜증이 치민다
11022,你呀的鸡巴长歪了吧,말투가 지나치다
11023,你以为你装逼就能骗我,겉으로만 꾸민다고 넘어갈 것 같지 않다
11024,你以为你装屄就能骗我,그렇게 꾸며도 속지 않는다
11025,佛祖,부처
11026,佛教,불교
11027,何加栋,공적 사안에 연관된 시민
11028,体育总局,체육총국
11029,低開発国,개발도상국
11030,低脳児,발달에 어려움이 있는 아동
11031,低能,조금 떨어지는
11032,会,회의
11033,伊朗,이란
11034,伊斯兰,이슬람
11035,伊拉克,이라크
11036,伊勢乞食,이세코지키
11037,伊勢こじき,이세코지키
11038,以茎至洞,부적절한 행동 묘사
11039,以茎制洞,
11040,代表大会,대표 회의
11041,他马的,기분이 뒤숭숭하다
11042,他妈的,답답한 마음이 든다
11043,他妈地,이런
11044,他ㄇ的,그들의
11045,他ㄇㄞ,그분들
11046,仆街,형편없는 상황이다
11047,仁王立ちフェラ,
11048,人非人,사람이 아닌 사람
11049,人民日报,일간 신문사
11050,人民广场,도심 광장
11051,人民大会堂,인민대회당
11052,人民,사람들
11053,人弹,극단적 행동
11054,人夫,현장 노동자
11055,人大代表,인민 대표
11056,人大,인민 대표 기관
11057,人体炸弹,위험한 행동을 하는 사람
11058,人代会,인민 대표 회의
11059,人事部,인사부서로 표현
11060,亲民党,친민당
11061,产权局,재산권 관련 기관
11062,交通部,교통 부처
11063,五輪,올림픽 대회
11064,云龙湖,운룡호 지역
11065,二逼,눈치가 없다
11066,二屄,서툴게 행동한다
11067,二乙基酰胺,의약·화학 물질
11068,事務局,사무국
11069,亀甲ｼﾊﾞﾘ,
11070,亀甲シバリ,
11071,亀甲しばり,
11072,乳波臀浪,신체 움직임
11073,乳房,가슴
11074,乳交,신체 접촉 행위
11075,乡巴佬,시골 사람
11076,中宣部,선전 관련 부처
11077,中出し,
11078,丫的,이런
11079,丫头养的,버릇없이 굴지 마
11080,东突,독립 주장 단체
11081,东土耳其斯坦,특정 지역명
11082,东亚病夫,동아시아 사람
11083,丕 刀卜,
11084,不得不内,마음이 답답하다
11085,不可触民,불가촉천민
11086,下男下女,신분이 낮은 사람
11087,上方の贅六,위족
11088,上妳,
11089,上你,
11090,三韓征伐,삼한정벌
11091,三陪,동행 서비스로 표현
11092,三级片,
11093,三唑仑,수면 관련 약물
11094,三去车仑,특정 구호로 설명
11095,三助,목욕 시설 보조 직원
11096,三个代婊,정치적 비판
11097,丄,
11098,丁加班,공적 업무에 참여한 사람
11099,一贯道,一贯道 종교
11100,一夜情,즉흥적 만남
11101,一国两制,하나의 나라 두 제도
11102,一九八九年六,1989년 6월 관련 표현
11103,㉨ㅏ㉨ㅣ,
11104,㉥㉥ㅏ,
11105,ㅣ발,
11106,ㅣ바알,
11107,ㅗ,
11108,ㅕㅇ신,
11109,ㅍㅏ,조용히
11110,ㅉㅣㅈㅕ,
11111,ㅈ지빨,
11112,ㅈ망,엉망이야
11113,ㅈ랄,
11114,ㅈ라,그만해
11115,ㅈ나,아주
11116,ㅈ까,그만하자
11117,ㅈ경,
11118,ㅈ같,나쁜 기분이야
11119,ㅈ가튼,별로인
11120,ㅈㅣ룰,
11121,ㅈㅣ럴,
11122,ㅈㅣ랄,
11123,ㅈㅣㄹㅓ,
11124,ㅈㅣㄹㅏ,
11125,ㅈㅗㅈ,
11126,ㅈㅕㄲㅏ,
11127,ㅈㅓㅃㅏ,
11128,ㅈㅓㄲㅏ,
11129,ㅈㅏ지,
11130,ㅈㅏ우ㅣ,
11131,ㅈㅏㅈㅣ,
11132,ㅈㅏ★우,
11133,ㅈㅈ빨,
11134,ㅈㄹ,그러지 말자
11135,ㅈㄴ,아주
11136,ㅈㄲ,
11137,ㅈL랄,
11138,ㅈI랄,
11139,ㅈ1랄,
11140,ㅇ나홀,
11141,ㅇㄴ홀,
11142,ㅇH미,
11143,ㅆ엘,
11144,ㅆ앙,
11145,ㅆ삐라,
11146,ㅆ뿔,
11147,ㅆ불,
11148,ㅆ발,
11149,ㅆ바,
11150,ㅆ끼,거친 사람
11151,ㅆㅣ파,
11152,ㅆㅣ블년,
11153,ㅆㅣ불얼,
11154,ㅆㅣ불년,
11155,ㅆㅣ부랄,
11156,ㅆㅣ벨년,
11157,ㅆㅣ발,
11158,ㅆㅣㅍㅓ,
11159,ㅆㅣㅍㅏ,
11160,ㅆㅣㅂㅏ,
11161,ㅆㅣㅂ,
11162,ㅆㅣㄷ,
11163,ㅆㅣㄲㅣ,
11164,ㅆㅣ,
11165,ㅆㅖ끼,
11166,ㅆㅖㄲㅣ,
11167,ㅆㅔㄹㅣ,
11168,ㅆㅔㄲㅣ,
11169,ㅆㅔㄲㅑ,
11170,ㅆㅔㄱ,
11171,ㅆㅐㄹㅣ,
11172,ㅆㅐㄲㅣ,
11173,ㅆㅐㄲㅑ,
11174,ㅆㅏㄲㅏ,
11175,ㅆㅍ,
11176,ㅆㅃ,
11177,ㅆㅂ놈,
11178,ㅆㅂㄻ,
11179,ㅆㅂㄹㅁ,
11180,ㅆㅂ,
11181,ㅆl팔,
11182,ㅆl발,
11183,ㅆL,
11184,ㅆI팔,
11185,ㅆI발,
11186,ㅆI,
11187,ㅆ1팔,
11188,ㅆ1벨,
11189,ㅆ1밸,
11190,ㅆ1발,
11191,ㅆ1바,
11192,ㅆ1,
11193,ㅆ!발,
11194,ㅅ시발,
11195,ㅅ쁠,
11196,ㅅ빩,
11197,ㅅ불,
11198,ㅅ벌,
11199,ㅅ발,
11200,ㅅ바,
11201,ㅅ끼,무례한 사람
11202,ㅅㅣ팔,
11203,ㅅㅣ팍,
11204,ㅅㅣ입팔,
11205,ㅅㅣ빨,
11206,ㅅㅣ벨,아이쿠
11207,ㅅㅣ발,
11208,ㅅㅣ박,어이구
11209,ㅅㅣ달년,무례한 사람
11210,ㅅㅣㅍㅓ,
11211,ㅅㅣㅍㅏ,
11212,ㅅㅣㅋㅣ,
11213,ㅅㅣㅂㅗㅏㄹ,아이쿠
11214,ㅅㅣㅂㅏ,
11215,ㅅㅣㄲㅣ,무례한 사람
11216,ㅅㅟ발,
11217,ㅅㅔ끼,
11218,ㅅㅔㅅㄱ,
11219,ㅅㅔㅅ,
11220,ㅅㅔㄹㅣ,
11221,ㅅㅔㄲㅣ,
11222,ㅅㅔㄱ,
11223,ㅅㅐ끼,
11224,ㅅㅐ뀌,
11225,ㅅㅐ꺄,
11226,ㅅㅐㄹㅣ,
11227,ㅅㅐㄲㅣ,
11228,ㅅㅐㄲㅑ,
11229,ㅅㅐ,
11230,ㅅㅏ까시,
11231,ㅅㅏ까,
11232,ㅅㅏㄲㅏ,
11233,ㅅㅍ,
11234,ㅅㅅ,
11235,ㅅㅂㅏ,
11236,ㅅㅂㄹㅁ,
11237,ㅅㅂ,
11238,ㅅㄲ,예의 없는 사람
11239,ㅅH끼,
11240,ㅅHㄲI,
11241,ㅅ1발,
11242,ㅄ,
11243,ㅃㅏ구리,
11244,ㅃㅏ구ㄹㅣ,
11245,ㅃㅏㄹㅏ,
11246,ㅃㅏㄱㅜ,
11247,ㅃr굴,
11248,ㅃR,
11249,ㅂ지,
11250,ㅂ신,미숙한 사람
11251,ㅂㅓ즤,
11252,ㅂㅈ,
11253,ㅂㅇ신,
11254,ㅂㅅ,
11255,ㅂㅂㅏ구리,
11256,ㅂㅂㅏ구ㄹㅣ,
11257,ㅁㅊ,
11258,ㅁ1친놈,생각이 거친 사람
11259,ㄴ미,
11260,ㄴ금빠,
11261,ㄴ금마,
11262,ㄴㅣㅇㅣㅁㅣ,
11263,ㄴㅣㅇㅐㅁㅣ,
11264,ㄴㅣㄱㅣ,
11265,ㄴㄱ빠,
11266,ㄴㄱ마,
11267,ㄴㄱㅁ,
11268,ㄴlㅁl,
11269,ㄴ1에미,
11270,ㄴ1미,
11271,ㄴ1ㅇH미,
11272,ㄴ1ㅁ1,
11273,ㄴ1ㅁ,
11274,ㄴ1ㄱ1,
11275,ㄴ1ㄱ,
11276,ㄲㅣ,
11277,ㄲㅑ,
11278,ㄲㅏ,
11279,ㄲㅈ,저리 가
11280,ㄱㅐㅈㅏ,
11281,ㄱㅐㅅㅐㄲl,
11282,ㄱㅐ,
11283,ㄙㄞ你老母,기분이 몹시 상한다
11284,ㄙㄞ你老师,마음이 언짢다
11285,ㄙㄞ你爸,말하기 어려울 만큼 불편하다
11286,ㄙㄞ你母,
11287,ㄙㄞ你娘,
11288,ㄙㄞ你妈,속이 상한다
11289,ㄙㄞ你公,정말 불쾌하다
11290,ㄐ掰,민감한 말
11291,ㄐ巴,예민한 표현
11292,ㄐ八,민감한 표현
11293,ㄇㄞ,그만하자
11294,ヴァギナ,
11295,ヴぁぎな,
11296,ワギナ,
11297,ワカメ酒,
11298,ロンパリ,사시
11299,ロンドン,런던
11300,ロリコン,
11301,ロスケ,러시아인
11302,レズ友,
11303,リアルマネートレード,환전
11304,リアルマネー_トレード,환전
11305,リアルタイム取引,실시간 거래
11306,リアル_マネートレード,환전
11307,リアル_マネー_トレード,환전
11308,ライ病,한센병
11309,ユルマン,
11310,ヤリマン,
11311,ヤリニゲ,책임 없이 관계를 끊고 떠나는 행동
11312,ヤリまん,
11313,マﾝｺ,
11314,マﾝこ,
11315,マンｺ,
11316,マン毛,
11317,マンコ,
11318,マンこ,
11319,マネートレード,환전
11320,マネー_トレード,환전
11321,マスターﾍﾞｰｼｮﾝ,
11322,マスターベーション,
11323,マスターべーしょん,
11324,マスをかく,자기 위안
11325,マんｺ,
11326,マんコ,
11327,マんこ,
11328,ポン引き,불법적인 일
11329,ポコペン,말도안돼
11330,ポア,
11331,ボケ老人,고령자
11332,ペニバン,
11333,ペニス,
11334,ペイ患,환자
11335,ペイ中,환자
11336,ベロ射,
11337,プロデューサー,프로듀서
11338,プッシー,
11339,フェラチオ,
11340,フェラ,
11341,ファック,
11342,ピンクサロン,
11343,ビッコ,장애우
11344,ヒモ,경제적 지원을 받으며 지내는 사람
11345,ヒッキー,히키코모리
11346,パン助,여성
11347,パンマ,여성
11348,パパ募集,
11349,パイパン,
11350,パイズリ,
11351,バルトリン腺液,신체 분비물
11352,バタ屋,중고 물품을 다루는 상인
11353,バギナ,
11354,バカチョン,한국인
11355,バカでもチョンでも,조금 모자라든 아니든
11356,ハメ撮リ,
11357,ハメ撮り,
11358,ハミ毛,
11359,ハゲ,머리숱이 없는 사람
11360,ネオウィズ,네오위즈 게임즈
11361,ヌレヌレ,
11362,ニコヨン,일용직 노동자
11363,ニグロ,흑인
11364,ニガー,어두운 피부색
11365,ナビゲーター,네비게이터
